filename,Artistic Categories,Score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood
b955178cbb394164bf5e270f5f1f225b.png,traditional Chinese painting*freehand*mountains and water,6.167,6.17,6,6.5,,5.5,,6.33,5.5,6.33,6.33
bacbf343533a495f9b000bfd81d7aecc.png,traditional Chinese painting*freehand*mountains and water,5.583,5.67,5.5,5.67,,5.83,,5.17,5.67,5.5,5.33
bae52dd3a47b490082ea38e169bf86ed.png,traditional Chinese painting*freehand*mountains and water,3.5,4.17,3.83,3.83,,3.83,,3.83,3,4,3.67
bd67f32ec51f45baae665b467a8dee72.png,traditional Chinese painting*freehand*mountains and water,5.083,6,5.17,5.33,,5.33,,5.17,4.67,5.33,5.17
bf83da3ad7ca43c2bbd7e358a93d82ec.png,traditional Chinese painting*freehand*mountains and water,7.417,6.83,7.33,6.5,,6.83,,7,6.83,7.17,6.5
c0dee52dc477498696039e11bb84fc13.png,traditional Chinese painting*freehand*mountains and water,7.167,7.33,6.5,6.5,,6.5,,6.33,6.67,7,6.5
c16af7cdcc8e41febf6196a5d7a08a75.png,traditional Chinese painting*freehand*mountains and water,7.417,7,6.83,6.67,,7.17,,7.17,6.83,6.83,7.5
c2131e497ac645d7973e86675bb2d5e1.png,traditional Chinese painting*freehand*mountains and water,4.167,4.67,4.5,3.83,,3.67,,3.83,3.33,4.33,3.83
c29dd11f4e904c66b3747b4f27e023a0.png,traditional Chinese painting*freehand*mountains and water,3.5,3.83,3.83,3.33,,3.67,,3.17,3,3.33,3.17
c3d3d1ae8de84071a4da08ad4a3d8efc.png,traditional Chinese painting*freehand*mountains and water,7,6.17,6.67,7,,6.5,,6,6.83,6.5,6.17
c40ceeeb2d064a89b48835b530606eff.png,traditional Chinese painting*freehand*mountains and water,6.583,6.33,5.83,6.17,,5.5,,6.33,6.17,6.5,6
c46f281a451449299b7debfd0440cc21.png,traditional Chinese painting*freehand*mountains and water,6.667,6.83,6.17,6.67,,6,,6.5,6.83,6.67,6.17
c56aba3eb6784af78655550f8ed8b857.png,traditional Chinese painting*freehand*mountains and water,4,4.17,4.17,4,,3.67,,3.33,3.33,4.33,3.5
c5b93e74ab8b4082af74789eb0376ca8.png,traditional Chinese painting*freehand*mountains and water,4.417,4.67,5.17,4.33,,4.33,,3.67,4.33,4.83,4.33
c76d06c8e34548a78f1901bda061d272.png,traditional Chinese painting*freehand*mountains and water,6.333,6.17,6.17,6,,5.67,,6.5,6.17,6.33,6.17
c8da6b27e9dc4bc8a9dc407637f2203f.png,traditional Chinese painting*freehand*mountains and water,3.083,3.5,3.33,3.17,,3,,3,2.33,3.33,3
ccdf666977294a0e857801587fc24624.png,traditional Chinese painting*freehand*mountains and water,7,6.5,6.5,5.83,,6.17,,6.83,6,6.5,6.83
cde5fd417fdd4b36acf7d047cbd0fb48.png,traditional Chinese painting*freehand*mountains and water,6.75,6.5,6.83,6.5,,6.33,,6.67,6.33,6.67,6.67
d035b472c41d4bb6a94576119953cf3f.png,traditional Chinese painting*freehand*mountains and water,6.333,6.83,6.33,6,,6,,6,6,5.83,6.67
d17227c494fe44c6a7342d6f662af94e.png,traditional Chinese painting*freehand*mountains and water,4.917,5,4.83,5.17,,5,,4.5,4.5,4.83,5.17
d24a8d448c99462bbd2ada5217d2c461.jpg,traditional Chinese painting*freehand*mountains and water,4.75,5.5,4.33,4.67,,5.17,,5,4,4.83,4.67
d2d7a6876bbd49ce8adc211e9a91bbc5.png,traditional Chinese painting*freehand*mountains and water,7.333,7.17,7.33,7.5,,6.83,,7.5,6.17,7.17,7
d39adf6aa9fe431db8512f12f8ac25b3.png,traditional Chinese painting*freehand*mountains and water,6.417,6.83,6.33,5.83,,6.67,,6,5.83,6.17,6.83
d4672ce2da4248919c6efadd084b832a.png,traditional Chinese painting*freehand*mountains and water,6.333,6.5,6.5,5.83,,6.17,,5.83,6.5,6.17,6.33
d4f397d516ef45ceba62756a68fb0a4d.png,traditional Chinese painting*freehand*mountains and water,7.667,6.67,6.83,7.33,,7.17,,6.5,7.5,7,7.5
d5207f3b5626425bb42eb2913ad1b8e2.png,traditional Chinese painting*freehand*mountains and water,3.5,4,4.17,3.33,,3.5,,3.5,2.83,3.83,3.33
d5987cc190e74c46b0b1b943b03deb5a.png,traditional Chinese painting*freehand*mountains and water,7.083,6.5,7,6.33,,6.33,,7.17,6.67,6.5,6.83
d892b3ad435740bcace5daed0eadb832.png,traditional Chinese painting*freehand*mountains and water,4.5,3.5,4.5,4.5,,4.33,,4.17,4.17,4.5,5
d99238c6fd264055a173c6c5c09067e1.png,traditional Chinese painting*freehand*mountains and water,4.833,4.5,4.17,4.83,,4.67,,3.67,3.67,5,5.33
dc47c56bd67f457f99488867f24c1276.png,traditional Chinese painting*freehand*mountains and water,4.333,4.67,4.33,4.33,,4.5,,4.5,4,4.17,4
dc7b7eaa6c3e4ea58962084fd955054b.png,traditional Chinese painting*freehand*mountains and water,6.75,6.83,6.67,6.67,,6.5,,6.83,6,6.17,6.67
dcec25e361aa4864898d2bd6e3ca6348.png,traditional Chinese painting*freehand*mountains and water,6.667,6.67,6.83,6,,6.5,,6.17,6,6.17,6.67
dd3812feb3344c83a9248ee6f7e7725a.png,traditional Chinese painting*freehand*mountains and water,5.333,5.67,5.17,5,,5.33,,5.17,5.5,5.17,5.83
e13e0709e9db454995ac3f0933f1ac5a.png,traditional Chinese painting*freehand*mountains and water,7,6.83,7,6.5,,6.5,,7.33,6.83,6.67,6.5
e266e6f90b2f4675bbff80a613e2e966.png,traditional Chinese painting*freehand*mountains and water,5.583,5.83,5.17,5.17,,4.83,,5.5,5,6.17,5.33
e357752a72b9422eb775e3c0ac77d2df.png,traditional Chinese painting*freehand*mountains and water,5.583,5.17,5.83,5.17,,5.17,,5.17,4.67,5.17,4.5
e3e0f4d60cdd4393a49c02c1af6bf2b0.png,traditional Chinese painting*freehand*mountains and water,6.25,6.5,6,6.33,,6.83,,6.5,6.67,6.33,5.83
e43da81cbf0048518ea82a2894a1fc90.png,traditional Chinese painting*freehand*mountains and water,4.75,5.17,4.67,4,,4.67,,4.83,4.33,5.17,4.83
e4517993bb034d3a99e2ddd419de891f.png,traditional Chinese painting*freehand*mountains and water,5.083,4.83,4.67,5,,4.67,,5.33,4.83,4.67,4.33
e4870f4053cf42be85d3af8a3326fcdf.png,traditional Chinese painting*freehand*mountains and water,3.583,4.33,4.33,3.33,,3.67,,3.33,2.83,4,3.83
e5356d7aa13345fabe7d5639c813f96b.png,traditional Chinese painting*freehand*mountains and water,5,5,5.33,4.83,,4.5,,5.33,4.33,4.5,5.17
e56d42ec8ddb46ec9417b7ce6fad2d8b.png,traditional Chinese painting*freehand*mountains and water,2.417,3,3,2.67,,2.83,,2.67,2.17,3,2
e5fda36d32b94cfd8e672bb40a7b8f15.png,traditional Chinese painting*freehand*mountains and water,3.25,3,3.33,3,,3,,3.33,2.5,3.17,3
e7c3d89e977f4d1cb680dea6408feb9c.png,traditional Chinese painting*freehand*mountains and water,6.667,6.83,7.17,6.67,,6.5,,6,5.67,7,6.5
e82dde592d214448a106e0fddd299def.jpg,traditional Chinese painting*freehand*mountains and water,3.5,4.17,3.5,3.83,,3.17,,2.5,3,4,3.83
e86cf85c7c1540be823009a71216e8d3.png,traditional Chinese painting*freehand*mountains and water,4.75,6,5,4.33,,5.5,,4,3.5,4.67,4.83
e9256351b2f64fb098088091d1900625.png,traditional Chinese painting*freehand*mountains and water,2.75,3.17,3.83,3,,3.5,,3.5,2.83,3.5,3.17
eb366567bd334703bc5307b595576c73.png,traditional Chinese painting*freehand*mountains and water,6.5,6.67,5.5,5.83,,6.83,,5.83,5.67,6.17,6.83
eba05fbf110148e1a574d344c31e5de7.png,traditional Chinese painting*freehand*mountains and water,7,7,6.33,6.5,,6.33,,6.83,5.5,6.83,7.17
ec00988bbdd74f4aa8402cfd7e5c99d4.png,traditional Chinese painting*freehand*mountains and water,6.667,7,5.67,6.17,,6.5,,6.67,6.5,6.5,6.67
edb36ac530d5496184f1fe8d8f3a5d59.png,traditional Chinese painting*freehand*mountains and water,5.167,5.33,5.17,4.67,,5,,4.83,5.17,5.5,5.17
ee58192786544b9a9a4fbde13c965290.png,traditional Chinese painting*freehand*mountains and water,5.417,6.5,6.17,4.83,,5.5,,6,5.17,5,5.83
f1157db0d00f474faefca80a667fde4f.png,traditional Chinese painting*freehand*mountains and water,6.75,6.5,6.67,5.83,,6.5,,6.5,5.67,6.17,7.5
f1e8af14fb8c498e98c6512b60b42802.png,traditional Chinese painting*freehand*mountains and water,6.5,6.17,5.5,6,,6,,6.33,7,6.83,6.17
f269a5d3856444f486df1c6f0a83b573.png,traditional Chinese painting*freehand*mountains and water,4,4.83,4.67,4,,3.83,,4,3.5,4,4
f28191763f39490585b4ce7574c714d9.png,traditional Chinese painting*freehand*mountains and water,5.75,5.83,6.17,5.33,,4.83,,4.33,4.5,5.67,5.33
f2cde1a3b3d74e57bf0a2e54dcc57b5e.png,traditional Chinese painting*freehand*mountains and water,2.917,4,3.67,3.33,,4,,3.5,3,3.33,4
f9cd725fc6fa42399b1d35f233c2f590.png,traditional Chinese painting*freehand*mountains and water,3.333,4,4.67,3.33,,3.67,,4,3.33,3.83,3.5
fb67af40424a407fa1bae08e02b736ce.png,traditional Chinese painting*freehand*mountains and water,4.5,4.83,5.5,4.83,,4.33,,5,4.33,5,5
fbca3f8d277a466ca005a04486392a19.png,traditional Chinese painting*freehand*mountains and water,8.214,7.86,8,7.57,,8.14,,8.29,7.43,8,7
fe82922125d94f8aab8dd31c1afdb87b.png,traditional Chinese painting*freehand*mountains and water,6.786,7,7.14,7.29,,6.71,,6.29,6,6.43,7
fee7236f966741c59713a58b557335a6.png,traditional Chinese painting*freehand*mountains and water,5.625,5.62,5.12,5.75,,5.38,,5.5,5.62,5.12,5.5
005da46d2dfc4f4382be11295a16f4fe.jpg,sketching*classicism*landscapes,6.833,6,,6.5,4.67,5.67,6.83,,6.17,6.5,5
0267bccabfc54bc18874afb7df557c0f.jpg,sketching*classicism*landscapes,8.083,7,,7.17,6.67,7.83,8,,6.67,8.5,6.5
028ce559a0a34a2caec3efc98a8a956d.JPG,sketching*classicism*landscapes,5.417,5.17,,5.17,3.83,4.5,5.5,,5.17,5.67,4.33
0314437220db41cf9d13ad5b5f7ccb31.JPG,sketching*classicism*landscapes,6.417,6,,6.17,6,6,6,,6.17,6.67,5
03cf2220e3624f0695133e195fbe79f3.jpg,sketching*classicism*landscapes,6.917,6.33,,5.83,6.17,5.83,6.33,,6.33,6.5,5.33
0423c2e288c74ff0ac9a4b18cd7d8188.jpg,sketching*classicism*landscapes,7.333,6,,6.17,5.17,6.17,6.17,,6.17,5.83,4.83
0501ec6c593b42a2b25fe1d3766930d3.jpg,sketching*classicism*landscapes,7,5.83,,6.5,5.5,6.17,7.17,,6,6.83,5.17
05bbd1dc5c7f49ac91ac709d5c63f800.jpg,sketching*classicism*landscapes,6.917,6.17,,6.17,5.67,6.17,7.17,,5.67,6.83,7
0b6c21c62eeb49beb25475731143f2fc.jpg,sketching*classicism*landscapes,6.917,6.67,,7.33,5.5,6.67,7,,6.67,7.17,4.83
0c26501be20e4254871a8616ad8e29f0.JPG,sketching*classicism*landscapes,4,4,,4,3.83,3.5,4,,3.83,4.17,3.67
0c6fc887395e4a639bad37b699509cb8.jpg,sketching*classicism*landscapes,7.5,6,,7.17,6.17,6.33,7.5,,6.67,7.33,5.67
0d1afd4bbd0e4f69b0ed769892077dbf.jpg,sketching*classicism*landscapes,7,6.33,,6.83,6.5,6.33,6.5,,6,7,6
0d2f1ae280db475b85fe41869475ba4a.JPG,sketching*classicism*landscapes,5.917,5.67,,5.67,5.33,4.33,5.17,,3.83,5.17,4.17
0e4951f0744a414789564fd13bbc0ba3.jpg,sketching*classicism*landscapes,7.417,6.5,,7.17,6.17,6.5,8.17,,6.5,7.33,7
0eedc7a85a964970b089d3386c32e6f9.jpg,sketching*classicism*landscapes,7.167,6.83,,6.17,6.33,6,7,,7,7.17,5.83
1255496bbc6a42ccb61ced78d8e01c79.jpg,sketching*classicism*landscapes,7.083,5.83,,7,6,5.17,7,,5,7.33,7
13dcaf8eed4946b1a206d938ad37ffe5.JPG,sketching*classicism*landscapes,6.167,5.67,,6.33,4.5,5.33,6.17,,4.5,5.67,4.17
14d7ad4bbcc646fc894766f70ca3da45.jpg,sketching*classicism*landscapes,6.417,6,,6.83,5,5.33,6,,5.5,6,5.5
15d0567a91db460a8bf376f52f642bb6.jpg,sketching*classicism*landscapes,7.917,7.33,,7.83,6.33,7,7.33,,7.5,7.17,5.83
1681392556124805a0b77f5f64a0c473.jpg,sketching*classicism*landscapes,7.333,6.33,,6.83,6.17,6.67,6.67,,6.5,6.67,6
17e4b5f3c297491e8e00b5d31955c0b5.JPG,sketching*classicism*landscapes,5.333,5.17,,5.33,4.5,5,4.83,,4.5,5,4.17
184f4bebf1aa4df3a1f60734ab3335d0.jpg,sketching*classicism*landscapes,7.917,7.17,,6.67,6.5,6.67,8,,6.67,6.67,7.17
19687e9f6f78425786996b4297907010.JPG,sketching*classicism*landscapes,6.667,5.83,,6,5.83,5.33,6.17,,5.5,6.17,4.17
199ff3e20fe64b379597fe340f07b03d.jpg,sketching*classicism*landscapes,6.583,6.17,,6.83,5.67,6.17,6.33,,6.33,6.67,5.67
19ce8621deee4347a83d35b4b7594a8e.jpg,sketching*classicism*landscapes,7,6.33,,6.83,5.83,6.5,6.83,,6.83,7.5,6.67
1a0e726506aa400f8399d862ed7cb81c.jpg,sketching*classicism*landscapes,7.167,6.5,,6.83,6,6,6.83,,6.5,7.33,6.17
1c47427dac4448a898437cb174f26471.JPG,sketching*classicism*landscapes,6.083,5.33,,5.67,5.17,4.83,6,,4.5,5.33,5
1cb264260d9a49fea25733dee434e239.jpg,sketching*classicism*landscapes,5.417,4.67,,4.83,4,4.5,5,,4.67,4.83,3.83
1dd6f821bbf248e98f44bf5b9fa20015.jpg,sketching*classicism*landscapes,7.25,5.83,,5.67,6,6.33,6.5,,6.17,6.5,5.67
26199789aaa0488198a75b526c59b358.JPG,sketching*classicism*landscapes,5.417,4.17,,5.33,4,5,5.17,,5.5,5.5,5
278a76cab8f24ce48d2c37b190070db3.jpg,sketching*classicism*landscapes,7.083,6.5,,6.83,7,5.83,6.33,,7.17,7.33,5.67
285526f5641d481d9040a555610fa5e3.jpg,sketching*classicism*landscapes,7,6.67,,6.33,5.83,6,6.83,,6.33,6.5,5.83
2a48df31512242c794e74f40b6c8c4fd.jpg,sketching*classicism*landscapes,7.333,7.17,,7,6.5,6.5,7,,6.5,7.83,6.83
2a9433bb5b7b4ef791d9183b92cefa8d.jpg,sketching*classicism*landscapes,7.5,6.17,,6.67,5.83,5.83,6.5,,6.67,6.17,6.33
2acef2ebd0484c699b49c221a96ced59.jpg,sketching*classicism*landscapes,7.75,7,,7.5,7.17,7.5,7.67,,7.5,7.83,6.5
2b670e56bb99441aa0b35eb0bc28f92e.JPG,sketching*classicism*landscapes,5.5,4.5,,5.17,4.67,4.17,5.33,,4.5,5.17,3.67
2ded33a1e39e46f78e27acbade440634.jpg,sketching*classicism*landscapes,6,5.67,,5.83,4.83,5.5,5.33,,5.5,5.83,5
2e0b035b28fb4731b5df5822dd76022e.jpg,sketching*classicism*landscapes,8,7,,7.5,6.5,6.83,8,,7.67,8,6.83
2e3194f5f615403e91467e9b679241b8.jpg,sketching*classicism*landscapes,7.333,6.33,,5.67,5.83,7.17,7.33,,7.33,7.33,5.67
2f7478662a574a01b53fe98780bed553.jpg,sketching*classicism*landscapes,6.917,5.83,,5.5,5.67,5.33,6.33,,6.5,6.17,5.5
319f37ad8fd644598a9a5a3ca81cba0a.jpg,sketching*classicism*landscapes,7.167,6.33,,6.83,6.17,6.17,7,,6,6.83,6.33
34f24debc67f4508bc1fdd01ea4046f9.jpg,sketching*classicism*landscapes,7.667,7.17,,7,7,7.17,7.5,,6.83,8,7.5
359c67dd8bf242ce9270dd9c4ef1e77d.jpg,sketching*classicism*landscapes,6.833,6,,6,5.67,5.67,6,,4.83,7,5
35a0e9aac40d451aaa22a11ad4c491cc.jpg,sketching*classicism*landscapes,6.667,5.67,,6.33,5.83,6.17,6.67,,5.33,6.17,6
35a1dc401b974aff8a91c080847efe1c.jpg,sketching*classicism*landscapes,6.167,5.33,,5.83,5,5.67,5.5,,4.83,5.67,5
365885853cae457a9fce47b97a073939.jpg,sketching*classicism*landscapes,7.667,6.5,,7.33,7.33,7,8.33,,7.83,8.17,6.83
37280a2b78b74f20b2fc9e7a8120f014.JPG,sketching*classicism*landscapes,5.333,5.33,,4.67,4.83,5.33,6.17,,5.83,5.67,3.67
3749a5334898490faea90bb29072dece.jpg,sketching*classicism*landscapes,6.167,6,,5.5,5.5,5.33,6.17,,5.5,5.33,4.67
3783b490c311479886dd3d99053cced9.jpg,sketching*classicism*landscapes,6.667,5.5,,6.33,5.5,5.67,6.33,,5.67,6.17,5
38659a94e62f4674bc6c935c89c12661.jpg,sketching*classicism*landscapes,6.333,5.83,,6.67,5.17,5.33,6,,5.5,5.83,5
39157232c44c4c3ebd38d71e9473955a.jpg,sketching*classicism*landscapes,6.75,6.5,,6.33,6.17,5.5,6.67,,5.5,6.5,5.5
3a68939c5cc449ebbc083d58e186284a.jpg,sketching*classicism*landscapes,5.167,5.33,,5.33,4.67,5.33,5.5,,5.17,5.67,4.67
3c61f8c44b4249779146e5e9e8b8e2b1.JPG,sketching*classicism*landscapes,5.083,4.67,,5,4.5,5.17,5.17,,4.5,4.83,3.83
3d714104fe5347d0961e745c3138c15e.JPG,sketching*classicism*landscapes,5.833,5.5,,5.17,4.67,5,6.17,,5.5,5.33,4.33
3fa9ad15e6f348e59d585bd630d68bfe.JPG,sketching*classicism*landscapes,5.333,4.5,,4.33,4.33,4,5.5,,5.17,5.17,3.83
3fd039d2b8944752914bb6bbe8cf6fdb.jpg,sketching*classicism*landscapes,7.333,6.33,,5.83,6,6.17,6.67,,7,7.5,6.17
40ac843ef28f4b7fbe0d3446cb2a69a5.JPG,sketching*classicism*landscapes,5.917,5.67,,6.33,4.67,5.83,6.33,,6,5.67,4.5
426c4b367c1442858426e1994dd7a4cf.JPG,sketching*classicism*landscapes,5.75,5.17,,5.33,5.17,4.67,5.33,,4.83,5.83,3.67
44b7ad070f8e4854bf5c06b4b3dabf45.jpg,sketching*classicism*landscapes,7.167,6,,6.17,5.83,5.83,5.5,,6.17,6.5,5.5
450878ad13534b21861f0b96840d4e03.JPG,sketching*classicism*landscapes,5.917,5.33,,6,5,4.83,5.5,,4.33,5.17,4.33
45979d6e213e4d739151853afd58107a.jpg,sketching*classicism*landscapes,7.667,7.33,,7.5,6.33,7,7.17,,6.5,7.33,6.83
4650b7205f454b689caa2f4eeb815c79.jpg,sketching*classicism*landscapes,8.417,8,,8.33,7.67,7.33,8,,7,8.5,7.83
465a083437cb4ebfa2171a50e132165d.JPG,sketching*classicism*landscapes,5.25,4.83,,6,4.67,4.67,4.83,,4.83,4.83,4.17
47b2f1b8ca884d15bc23f44e88163df8.jpg,sketching*classicism*landscapes,6.75,5.67,,6,5.17,5.33,6.17,,6,5.83,6.17
47df5d214a9d4d1aa7e19101c7480a90.jpg,sketching*classicism*landscapes,7.667,6.83,,6.83,6.33,6.67,6.83,,7.5,6.83,6.5
499c638b8fa84f2f94a64f39e9a2e7c5.JPG,sketching*classicism*landscapes,5.333,5.17,,5.17,4.5,4.83,5.67,,4.5,5.83,4.33
49e39ab2c2e34a499a252b2055f8af48.JPG,sketching*classicism*landscapes,4.833,4.33,,5,3.83,4.17,4.83,,4,4.33,3.5
4a1368cceb4e484e9f70a62b876da363.jpg,sketching*classicism*landscapes,7.5,6.67,,6.67,6.17,7.17,7.5,,7.5,7.5,6.33
4a188dd16b814997a3329906fd7747f1.jpg,sketching*classicism*landscapes,6.417,5.5,,6.17,5.5,5.67,6,,5.33,6.5,5
4aa5cc43607e49fe80c92a8181d6698a.jpg,sketching*classicism*landscapes,6.167,6.17,,5.5,4.83,5.67,5.83,,5.33,6,6
4b17dd05c56f43238ecd74a094950ee2.JPG,sketching*classicism*landscapes,5.667,4.67,,5.67,4.83,4.83,5.33,,4.67,5,3.33
4bbcec1fac404775ab759a272e18eda4.jpg,sketching*classicism*landscapes,8.5,8.17,,8.17,7.83,7.17,8.33,,8.33,8.33,7.67
4bc4a5f9b27e4a08b3b92128fd5abba2.jpg,sketching*classicism*landscapes,5.167,4.67,,4.5,4.33,4.83,4.67,,4.67,5.33,4.5
4bdd79e571534834b4b61b8d7fa9a545.jpg,sketching*classicism*landscapes,7.583,7.33,,6.67,6.67,5.83,7,,7.33,7.17,6.33
4cfef84ac0164a188a48af87df1a206e.JPG,sketching*classicism*landscapes,5.667,5,,5,4.33,4.83,5.67,,4.67,4.83,5.5
4ff6709c80ce42f2ab92d102b28dc0f3.JPG,sketching*classicism*landscapes,5.083,5,,5.33,4.17,4,5.33,,4.83,5.17,3.5
50255252879142d0a00dce05c9202b2a.jpg,sketching*classicism*landscapes,5.5,5,,5.17,4.5,5,5,,4.83,5.67,4.5
5072ea11d52f45e3867c93408bd77ded.jpg,sketching*classicism*landscapes,7.333,6.67,,6.83,6.17,6.5,7,,7.17,7.5,6.67
50ad7a392e8c4c58a7c8654eda25bbc6.jpg,sketching*classicism*landscapes,7.75,6.33,,7.33,6.83,6.83,7.33,,6.83,7.5,6.83
50ba3b550ef745d4b1cb869b4f8123cc.JPG,sketching*classicism*landscapes,4.417,4.67,,4.17,3.67,4.17,4.83,,4.5,4.5,3.67
52278b8d552f465fbf254e952b7f3553.jpg,sketching*classicism*landscapes,8.167,7.67,,7.67,6.5,6.83,7.5,,7.17,7.83,6.33
53537108e4de4a648d3dbbe0d6b33a4d.jpg,sketching*classicism*landscapes,7.083,6.17,,6.67,5.5,6.5,6.33,,6,7,5.33
55432a0c9c46457ba377f5266bf542af.jpg,sketching*classicism*landscapes,6.333,5.67,,6.5,5.33,6.33,6.33,,6.17,6.5,5.67
55c1b0ee81ba4b35b72d4f870b52cc1e.jpg,sketching*classicism*landscapes,7.25,6.67,,7,6.17,5.83,7,,6.5,6.83,5.33
593ed6c3add84f6d8866b6ca977985b4.jpg,sketching*classicism*landscapes,5.5,5,,5.5,4.33,4.67,5.33,,4.33,5.67,4.17
5a750f62bd684d89b540c394f54f70a8.jpg,sketching*classicism*landscapes,6.917,6.5,,6.33,5.33,6.5,6.33,,6.67,6.67,5.67
5b15b56de3d64206a9bd626334ac4792.JPG,sketching*classicism*landscapes,5.833,5.67,,5.33,4.83,5.33,5.67,,5.67,5.67,5.17
5cb751286c7e466fa1c849c357385f83.jpg,sketching*classicism*landscapes,6.583,5.33,,5.67,4.83,4.67,5.83,,5.67,5.83,5.33
5e0bd4d472154816999b812a14489c1d.jpg,sketching*classicism*landscapes,7.5,6,,6.83,5.67,6.67,8.17,,6,7.33,7
5f407f73ed4f49618a54f441dfc3d39f.jpg,sketching*classicism*landscapes,6.917,6.5,,6.17,5.83,6.33,6.5,,5.83,6.67,5.5
5fc95ad73abd440cb9ce26e2d56232df.JPG,sketching*classicism*landscapes,5,5.17,,4.83,4.17,4.5,5.33,,4,4.67,4
60dcd7eb196f42e49edfe687b6c01f47.jpg,sketching*classicism*landscapes,6.833,5.33,,6,6,6,7,,5.67,6.5,5.5
6164d4feaf84460191979d4bd04e2705.JPG,sketching*classicism*landscapes,4.417,4.33,,4.67,3.83,4.33,4.33,,4.5,4.67,3.83
62d603413bb044869460039874e67232.jpg,sketching*classicism*landscapes,6.5,6,,7.17,6.17,6.5,6.17,,5.67,6.83,6.33
63020fba93244afda738204e108442c6.jpg,sketching*classicism*landscapes,7.167,6.33,,6.33,6.17,5.67,5.67,,5.67,6.17,6
63987b80659344f0a83404baf5fcb01e.JPG,sketching*classicism*landscapes,5.917,5.17,,5,4.83,4.67,5.83,,5,5.67,5.33
64ba45a01bde4bb18f9c75f2a3f29dc6.jpg,sketching*classicism*landscapes,7.25,5.83,,6.83,6.17,5.83,6.83,,7,6.33,5.67
65d6c319767c49588dd727bf732b40d0.jpg,sketching*classicism*landscapes,6.75,5.83,,6,6,5.83,6.67,,6.17,6.17,5.83
65e7f04fe1514fd5aa2663f97a247bb9.jpg,sketching*classicism*landscapes,5.167,4.67,,5.17,4.67,5.17,4.33,,4.17,5,5
66d535d468144feda89a3a9566bd60f3.jpg,sketching*classicism*landscapes,8.167,7.67,,7.67,7.5,7.5,8.67,,8,8.33,6.67
683b6282fe734116afa5c3c7ec25a2b6.jpg,sketching*classicism*landscapes,6.583,5.67,,5.83,6.83,6.5,5.83,,6.17,5.5,4.67
68c854ae8fcc473bb9c1a78700687865.JPG,sketching*classicism*landscapes,4.667,4.67,,4.67,4.17,4,4.5,,4.33,4.67,4.67
68e810ff163a44658b12c16d0c90e318.JPG,sketching*classicism*landscapes,4.333,4.67,,4.67,4.67,3.83,4.17,,4,4.17,4
6b536e06ba804dc3b4b58e96a1d8b00c.jpg,sketching*classicism*landscapes,6.083,5,,4.5,4.5,4.83,4.33,,4.83,4.83,4.83
6bba7852fcdd4362b05d55c96a3269d3.JPG,sketching*classicism*landscapes,5.833,5.17,,5.17,4.83,5.83,5.5,,4.33,5.33,4.33
6c9e3e01e1b04eb880ff758087d95b7c.JPG,sketching*classicism*landscapes,3.917,3.83,,4.5,4,4,4.83,,3.83,4.67,3.83
6dfd4762c0fc4a08bacab6481038a7db.jpg,sketching*classicism*landscapes,7.833,7.33,,8.17,7.17,6.83,7.5,,6.83,7,8.17
6e5f5bda7f914833b608b6f7e6761781.JPG,sketching*classicism*landscapes,5.75,5.5,,6,6,5.17,5.83,,4.67,5.17,4.83
702caa0aa39f49a0ba3a55636eda3174.jpg,sketching*classicism*landscapes,5.917,5.5,,5.5,5,6,5.5,,4.33,5.33,5.33
70e91c737d004f438568f251b4bede76.jpg,sketching*classicism*landscapes,7.083,6.83,,6.17,6.33,5.83,7.17,,7,7.33,7.5
71094749b0a24ecb9a2b977942a3ae52.jpg,sketching*classicism*landscapes,7.167,6.33,,6.83,6.33,6.17,6.5,,6.33,7,7.5
723a79cf15f6447b86bf41a665da44ba.jpg,sketching*classicism*landscapes,6.5,6.5,,6.5,6.33,6.33,6,,5.67,6.67,6.33
741cf0d04dea419da7daf8893f4cf03b.JPG,sketching*classicism*landscapes,6.25,5.83,,6,6.17,5.67,6.17,,5,5.67,4.83
7521cd0d127e421c8bea72cda3d78df5.JPG,sketching*classicism*landscapes,4.417,4.67,,4.67,4,4.83,4,,4.67,4.5,4.17
7551d6caaf87452b8c09252a0621041a.JPG,sketching*classicism*landscapes,5.833,6.17,,6,5.33,5,5.67,,4.67,5.5,5.33
75e1ca84dfab4d528d413fabc4495fe6.jpg,sketching*classicism*landscapes,8.5,8.5,,8.33,8.67,7.83,8.83,,9,8.5,7.33
76112634490541eaaf9b67c87d00d8a8.jpg,sketching*classicism*landscapes,7,6.83,,6.5,6.67,6.5,6.17,,6,7.5,7.17
78f021ad4c484d079992dc9e45a87521.jpg,sketching*classicism*landscapes,7.5,6.33,,7,6.17,6.33,6.17,,6.67,6.67,7
7a5a2bc741c64cc9b94c4bfd63e308f5.JPG,sketching*classicism*landscapes,6,5.5,,5.83,5.83,5,6,,4.33,5.17,4.83
7afc58c41b454c0db9c2409c0d15c124.jpg,sketching*classicism*landscapes,6.583,6.33,,6.5,5.67,5.5,5.83,,5.83,6,6.5
7b209fe64ac948068ceea936a8545c1b.JPG,sketching*classicism*landscapes,6.083,5.83,,6.33,5.83,5.67,5.83,,5.67,5.67,5.83
